Crime Category,Crime ID,Month,Latitude,Location,Longitude,Outcome,Outcome Date
Other theft,104804963,2022-09,51.509962,On or near ,-0.137952,Investigation complete; no suspect identified,2022-09
Other theft,104804579,2022-09,51.510389,On or near Bedford Street,-0.124157,Investigation complete; no suspect identified,2022-09
Other theft,104804640,2022-09,51.516058,On or near Market Place,-0.140154,Investigation complete; no suspect identified,2022-09
Other theft,104804830,2022-09,51.512254,On or near Beak Street,-0.137902,Investigation complete; no suspect identified,2022-09
Other theft,104804856,2022-09,51.513350,On or near Marble Arch,-0.159461,Investigation complete; no suspect identified,2022-09
Other theft,104804952,2022-09,51.526084,On or near Walterton Road,-0.199528,Investigation complete; no suspect identified,2022-09
Other theft,104805235,2022-09,51.521486,On or near ,-0.151334,Investigation complete; no suspect identified,2022-09
Other theft,104851522,2022-09,51.499401,On or near The Sanctuary,-0.129234,Investigation complete; no suspect identified,2022-09
Other theft,104806399,2022-09,51.512419,On or near Upper James Street,-0.137520,Investigation complete; no suspect identified,2022-09
Other theft,104806406,2022-09,51.521564,On or near Porter Street,-0.156852,Investigation complete; no suspect identified,2022-09
Other theft,104807178,2022-09,51.513498,On or near Moor Street,-0.130169,Investigation complete; no suspect identified,2022-09
Other theft,104807358,2022-09,51.518766,On or near North Wharf Road,-0.175789,Investigation complete; no suspect identified,2022-09
Other theft,104807359,2022-09,51.513777,On or near B402,-0.123456,Investigation complete; no suspect identified,2022-09
Other theft,104809300,2022-09,51.511502,On or near Archer Street,-0.134157,Investigation complete; no suspect identified,2022-09
Other theft,104809319,2022-09,51.514492,On or near ,-0.131037,Investigation complete; no suspect identified,2022-09
Other theft,104811563,2022-09,51.512980,On or near Covent Garden,-0.124210,Investigation complete; no suspect identified,2022-09
Other theft,104811581,2022-09,51.513708,On or near Little Marlborough Street,-0.140004,Investigation complete; no suspect identified,2022-09
Other theft,104811589,2022-09,51.512811,On or near ,-0.133325,Investigation complete; no suspect identified,2022-09
Other theft,104814895,2022-09,51.516927,On or near Marylebone Passage,-0.137711,Investigation complete; no suspect identified,2022-09
Other theft,104815585,2022-09,51.512811,On or near ,-0.133325,Investigation complete; no suspect identified,2022-09
Other theft,104815600,2022-09,51.514799,On or near Sheraton Street,-0.135045,Investigation complete; no suspect identified,2022-09
Other theft,104815794,2022-09,51.511703,On or near Little Newport Street,-0.128701,Investigation complete; no suspect identified,2022-09
Other theft,104850853,2022-09,51.499549,On or near Buckingham Mews,-0.141416,Investigation complete; no suspect identified,2022-09
Other theft,104843193,2022-09,51.511022,On or near Strand,-0.119880,Investigation complete; no suspect identified,2022-09
Other theft,104799593,2022-09,51.512247,On or near Gerrard Place,-0.130120,Investigation complete; no suspect identified,2022-09
Other theft,104819762,2022-09,51.524976,On or near Elizabeth Close,-0.179549,Investigation complete; no suspect identified,2022-09
Other theft,104821508,2022-09,51.515748,On or near ,-0.164999,Investigation complete; no suspect identified,2022-09
Other theft,104821657,2022-09,51.512078,On or near New Burlington Place,-0.141526,Investigation complete; no suspect identified,2022-09
Other theft,104821828,2022-09,51.512855,On or near B402,-0.124820,Investigation complete; no suspect identified,2022-09
Other theft,104822525,2022-09,51.507766,On or near ,-0.141284,Investigation complete; no suspect identified,2022-09
Other theft,104823971,2022-09,51.516058,On or near Market Place,-0.140154,Investigation complete; no suspect identified,2022-09
Other theft,104824485,2022-09,51.495415,On or near Monck Street,-0.130794,Investigation complete; no suspect identified,2022-09
Other theft,104825115,2022-09,51.527966,On or near ,-0.181592,Investigation complete; no suspect identified,2022-09
Other theft,104825309,2022-09,51.514195,On or near Dering Street,-0.145735,Investigation complete; no suspect identified,2022-09
Other theft,104825312,2022-09,51.502810,On or near ,-0.132696,Investigation complete; no suspect identified,2022-09
Other theft,104825394,2022-09,51.506236,On or near ,-0.141322,Investigation complete; no suspect identified,2022-09
Other theft,104825418,2022-09,51.512863,On or near Russell Street,-0.120842,Investigation complete; no suspect identified,2022-09
Other theft,104825524,2022-09,51.513827,On or near Hanover Street,-0.142363,Investigation complete; no suspect identified,2022-09
Other theft,104826440,2022-09,51.512326,On or near Bayswater,-0.187879,Investigation complete; no suspect identified,2022-09
Other theft,104826518,2022-09,51.508087,On or near ,-0.124122,Investigation complete; no suspect identified,2022-09
Other theft,104826551,2022-09,51.513827,On or near Hanover Street,-0.142363,Investigation complete; no suspect identified,2022-09
Other theft,104826582,2022-09,51.492667,On or near Hugh Mews,-0.144649,Investigation complete; no suspect identified,2022-09
Other theft,104826766,2022-09,51.514195,On or near Dering Street,-0.145735,Investigation complete; no suspect identified,2022-09
Other theft,104826840,2022-09,51.491243,On or near Warwick Way,-0.143281,Investigation complete; no suspect identified,2022-09
Other theft,104826842,2022-09,51.506236,On or near ,-0.141322,Investigation complete; no suspect identified,2022-09
Other theft,104852481,2022-09,51.514777,On or near Great Queen Street,-0.121859,Investigation complete; no suspect identified,2022-09
Other theft,104826952,2022-09,51.512449,On or near Surrey Street,-0.115772,Investigation complete; no suspect identified,2022-09
Other theft,104827057,2022-09,51.515088,On or near Hills Place,-0.140222,Investigation complete; no suspect identified,2022-09
Other theft,104827598,2022-09,51.510520,On or near Glasshouse Street,-0.137439,Investigation complete; no suspect identified,2022-09
Other theft,104828325,2022-09,51.528844,On or near Biddulph Road,-0.188362,Investigation complete; no suspect identified,2022-09
Other theft,104828341,2022-09,51.513575,On or near ,-0.140687,Investigation complete; no suspect identified,2022-09
Other theft,104828389,2022-09,51.515727,On or near ,-0.136304,Investigation complete; no suspect identified,2022-09
Other theft,104828483,2022-09,51.499376,On or near ,-0.179071,Investigation complete; no suspect identified,2022-09
Other theft,104828503,2022-09,51.507394,On or near Charing Cross,-0.128042,Investigation complete; no suspect identified,2022-09
Other theft,104828567,2022-09,51.520025,On or near ,-0.162536,Investigation complete; no suspect identified,2022-09
Other theft,104829787,2022-09,51.514867,On or near ,-0.138790,Investigation complete; no suspect identified,2022-09
Other theft,104829844,2022-09,51.514365,On or near Princes Street,-0.143408,Investigation complete; no suspect identified,2022-09
Other theft,104830007,2022-09,51.508661,On or near Stafford Street,-0.141536,Investigation complete; no suspect identified,2022-09
Other theft,104830697,2022-09,51.526433,On or near Bravington Place,-0.205238,Investigation complete; no suspect identified,2022-09
Other theft,104830724,2022-09,51.496711,On or near Howick Place,-0.137095,Investigation complete; no suspect identified,2022-09
Other theft,104830785,2022-09,51.487819,On or near Westmoreland Place,-0.145120,Investigation complete; no suspect identified,2022-09
Other theft,104830790,2022-09,51.521321,On or near Nottingham Street,-0.152869,Investigation complete; no suspect identified,2022-09
Other theft,104830791,2022-09,51.511339,On or near Cranbourn Street,-0.128427,Investigation complete; no suspect identified,2022-09
Other theft,104830805,2022-09,51.513238,On or near Red Place,-0.155199,Investigation complete; no suspect identified,2022-09
Other theft,104831052,2022-09,51.515088,On or near Hills Place,-0.140222,Investigation complete; no suspect identified,2022-09
Other theft,104831059,2022-09,51.510042,On or near Savoy Way,-0.120439,Investigation complete; no suspect identified,2022-09
Other theft,104831121,2022-09,51.514536,On or near ,-0.140043,Investigation complete; no suspect identified,2022-09
Other theft,104831127,2022-09,51.512994,On or near Charing Cross Road,-0.129023,Investigation complete; no suspect identified,2022-09
Other theft,104831134,2022-09,51.512100,On or near B404,-0.127114,Investigation complete; no suspect identified,2022-09
Other theft,104831339,2022-09,51.509496,On or near Farm Street,-0.148318,Investigation complete; no suspect identified,2022-09
Other theft,104831350,2022-09,51.514971,On or near Carlisle Street,-0.133438,Investigation complete; no suspect identified,2022-09
Other theft,104831772,2022-09,51.513911,On or near Richmond Mews,-0.133539,Investigation complete; no suspect identified,2022-09
Other theft,104831817,2022-09,51.510900,On or near ,-0.127984,Investigation complete; no suspect identified,2022-09
Other theft,104832921,2022-09,51.513406,On or near ,-0.131715,Investigation complete; no suspect identified,2022-09
Other theft,104834600,2022-09,51.513918,On or near Blenheim Street,-0.146986,Investigation complete; no suspect identified,2022-09
Other theft,104834752,2022-09,51.509786,On or near ,-0.124658,Investigation complete; no suspect identified,2022-09
Other theft,104834978,2022-09,51.518294,On or near ,-0.188824,Investigation complete; no suspect identified,2022-09
Other theft,104836589,2022-09,51.530177,On or near ,-0.191394,Investigation complete; no suspect identified,2022-09
Other theft,104836835,2022-09,51.515434,On or near Paddington,-0.175432,Investigation complete; no suspect identified,2022-09
Other theft,104836947,2022-09,51.513238,On or near Red Place,-0.155199,Investigation complete; no suspect identified,2022-09
Other theft,104836948,2022-09,51.511630,On or near ,-0.121916,Investigation complete; no suspect identified,2022-09
Other theft,104837409,2022-09,51.516178,On or near ,-0.131904,Investigation complete; no suspect identified,2022-09
Other theft,104838083,2022-09,51.500978,On or near Bridge Street,-0.125524,Investigation complete; no suspect identified,2022-09
Other theft,104838770,2022-09,51.517311,On or near Dean's Mews,-0.145464,Investigation complete; no suspect identified,2022-09
Other theft,104838822,2022-09,51.530654,On or near Lanark Road,-0.185623,Investigation complete; no suspect identified,2022-09
Other theft,104838832,2022-09,51.512449,On or near Surrey Street,-0.115772,Investigation complete; no suspect identified,2022-09
Other theft,104839282,2022-09,51.517741,On or near Langham Place,-0.143126,Investigation complete; no suspect identified,2022-09
Other theft,104839471,2022-09,51.511790,On or near A401,-0.132459,Investigation complete; no suspect identified,2022-09
Other theft,104840785,2022-09,51.486788,On or near Claverton Street,-0.137946,Investigation complete; no suspect identified,2022-09
Other theft,104841404,2022-09,51.519410,On or near ,-0.171468,Investigation complete; no suspect identified,2022-09
Other theft,104841825,2022-09,51.516058,On or near Market Place,-0.140154,Investigation complete; no suspect identified,2022-09
Other theft,104842955,2022-09,51.516787,On or near Praed Mews,-0.172842,Investigation complete; no suspect identified,2022-09
Other theft,104843102,2022-09,51.517516,On or near Gresse Street,-0.134012,Investigation complete; no suspect identified,2022-09
Other theft,104844251,2022-09,51.521724,On or near Oldbury Place,-0.152161,Investigation complete; no suspect identified,2022-09
Other theft,104845038,2022-09,51.513150,On or near Carnaby Street,-0.138845,Investigation complete; no suspect identified,2022-09
Other theft,104845075,2022-09,51.521233,On or near Highworth Street,-0.166696,Investigation complete; no suspect identified,2022-09
Other theft,104845079,2022-09,51.513918,On or near Blenheim Street,-0.146986,Investigation complete; no suspect identified,2022-09
Other theft,104845153,2022-09,51.515748,On or near ,-0.164999,Investigation complete; no suspect identified,2022-09
Other theft,104846053,2022-09,51.510953,On or near ,-0.133012,Investigation complete; no suspect identified,2022-09
Other theft,104855748,2022-09,51.510942,On or near Leicester Street,-0.131196,Investigation complete; no suspect identified,2022-09
Other theft,104846586,2022-09,51.514586,On or near Cervantes Court,-0.187486,Investigation complete; no suspect identified,2022-09
Other theft,104846790,2022-09,51.511103,On or near Temple,-0.113723,Investigation complete; no suspect identified,2022-09
Other theft,104848009,2022-09,51.512416,On or near ,-0.133384,Investigation complete; no suspect identified,2022-09
Other theft,104849703,2022-09,51.519109,On or near Edgware Road,-0.168900,Investigation complete; no suspect identified,2022-09
Other theft,104851530,2022-09,51.512247,On or near Gerrard Place,-0.130120,Investigation complete; no suspect identified,2022-09
Other theft,104851548,2022-09,51.514838,On or near ,-0.133545,Investigation complete; no suspect identified,2022-09
Other theft,104851561,2022-09,51.514880,On or near Great Cumberland Mews,-0.160682,Investigation complete; no suspect identified,2022-09
Other theft,104851579,2022-09,51.511030,On or near B404,-0.127085,Investigation complete; no suspect identified,2022-09
Other theft,104852680,2022-09,51.510389,On or near Bedford Street,-0.124157,Investigation complete; no suspect identified,2022-09
Other theft,104856930,2022-09,51.510830,On or near ,-0.184162,Investigation complete; no suspect identified,2022-09
Other theft,104853883,2022-09,51.513518,On or near Connaught Place,-0.162163,Investigation complete; no suspect identified,2022-09
Other theft,104854839,2022-09,51.515753,On or near John Prince's Street,-0.143092,Investigation complete; no suspect identified,2022-09
Other theft,104854910,2022-09,51.511111,On or near Henrietta Street,-0.123710,Investigation complete; no suspect identified,2022-09
Other theft,104854976,2022-09,51.515088,On or near Hills Place,-0.140222,Investigation complete; no suspect identified,2022-09
Other theft,104855365,2022-09,51.513114,On or near Ganton Street,-0.138803,Investigation complete; no suspect identified,2022-09
Other theft,104856551,2022-09,51.516166,On or near ,-0.137324,Investigation complete; no suspect identified,2022-09
Other theft,104857323,2022-09,51.517996,On or near Newman Passage,-0.135361,Investigation complete; no suspect identified,2022-09
Other theft,104857329,2022-09,51.516058,On or near Market Place,-0.140154,Investigation complete; no suspect identified,2022-09
Other theft,104703069,2022-09,51.511997,On or near Macclesfield Street,-0.131355,Under investigation,2022-09
Possession of weapons,104813989,2022-09,51.517631,On or near Brendon Street,-0.165270,Awaiting court outcome,2022-09
Possession of weapons,104812548,2022-09,51.512996,On or near Duke's Yard,-0.150136,Under investigation,2022-09
Possession of weapons,104811994,2022-09,51.510152,On or near ,-0.132382,Local resolution,2022-09
Possession of weapons,104862739,2022-09,51.520581,On or near Walmer Place,-0.163537,Under investigation,2022-09
Possession of weapons,104833082,2022-09,51.498185,On or near Abingdon Street,-0.125739,Local resolution,2022-09
Possession of weapons,105221657,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Possession of weapons,104823922,2022-09,51.508087,On or near ,-0.124122,Under investigation,2022-09
Possession of weapons,104845086,2022-09,51.510152,On or near ,-0.132382,Under investigation,2022-09
Possession of weapons,104809043,2022-09,51.507725,On or near Corner House Street,-0.125708,Awaiting court outcome,2022-09
Possession of weapons,104860109,2022-09,51.514185,On or near Berwick Street,-0.135459,Awaiting court outcome,2022-09
Possession of weapons,104844109,2022-09,51.508087,On or near ,-0.124122,Under investigation,2022-09
Possession of weapons,104828424,2022-09,51.508087,On or near ,-0.124122,Under investigation,2022-09
Possession of weapons,104824017,2022-09,51.510272,On or near ,-0.129192,Awaiting court outcome,2022-09
Possession of weapons,104820199,2022-09,51.509786,On or near ,-0.124658,Awaiting court outcome,2022-09
Possession of weapons,104803381,2022-09,51.500253,On or near St Margaret Street,-0.126317,Under investigation,2022-09
Possession of weapons,104861917,2022-09,51.527235,On or near Lydford Road,-0.199483,Under investigation,2022-09
Possession of weapons,104824889,2022-09,51.500253,On or near St Margaret Street,-0.126317,Offender given a caution,2022-09
Possession of weapons,104861586,2022-09,51.500253,On or near St Margaret Street,-0.126317,Under investigation,2022-09
Possession of weapons,104857724,2022-09,51.485949,On or near Churchill Gardens Road,-0.141768,Investigation complete; no suspect identified,2022-09
Possession of weapons,104811976,2022-09,51.508409,On or near Buckingham Street,-0.123461,Under investigation,2022-09
Possession of weapons,104830590,2022-09,51.495775,On or near ,-0.142679,Under investigation,2022-09
Possession of weapons,104847465,2022-09,51.510942,On or near Leicester Street,-0.131196,Under investigation,2022-09
Possession of weapons,105221564,2022-09,51.508504,Charing Cross (station),-0.124688,Under investigation,2022-09
Possession of weapons,104802187,2022-09,51.528540,On or near ,-0.173082,Awaiting court outcome,2022-09
Possession of weapons,104808048,2022-09,51.509514,On or near ,-0.131269,Under investigation,2022-09
Possession of weapons,104837263,2022-09,51.503196,On or near Downing Street,-0.127032,Investigation complete; no suspect identified,2022-09
Possession of weapons,104851846,2022-09,51.518294,On or near ,-0.188824,Under investigation,2022-09
Possession of weapons,104863705,2022-09,51.534346,On or near Hillside Close,-0.187120,Under investigation,2022-09
Possession of weapons,104836781,2022-09,51.520656,On or near Baker Street,-0.156860,Awaiting court outcome,2022-09
Possession of weapons,104855683,2022-09,51.501714,On or near Grosvenor Crescent Mews,-0.153792,Under investigation,2022-09
Possession of weapons,104802060,2022-09,51.518557,On or near Shrewsbury Mews,-0.197159,Under investigation,2022-09
Possession of weapons,104834681,2022-09,51.499549,On or near Buckingham Mews,-0.141416,Under investigation,2022-09
Possession of weapons,104836679,2022-09,51.499549,On or near Buckingham Mews,-0.141416,Under investigation,2022-09
Possession of weapons,104864517,2022-09,51.525636,On or near Kennet Road,-0.203092,Under investigation,2022-09
Possession of weapons,104815011,2022-09,51.514365,On or near Princes Street,-0.143408,Under investigation,2022-09
Possession of weapons,104833062,2022-09,51.520581,On or near Walmer Place,-0.163537,Awaiting court outcome,2022-09
Possession of weapons,104814980,2022-09,51.510152,On or near ,-0.132382,Under investigation,2022-09
Possession of weapons,104860161,2022-09,51.500253,On or near St Margaret Street,-0.126317,Under investigation,2022-09
Possession of weapons,104809961,2022-09,51.536808,On or near Belgrave Gardens,-0.184686,Under investigation,2022-09
Possession of weapons,104812897,2022-09,51.531711,On or near A5205,-0.166809,Under investigation,2022-09
Public order,104843988,2022-09,51.511572,On or near Bayswater Road,-0.176351,Investigation complete; no suspect identified,2022-09
Public order,104808822,2022-09,51.499549,On or near Buckingham Mews,-0.141416,Under investigation,2022-09
Public order,104845803,2022-09,51.520048,On or near Westway,-0.178981,Under investigation,2022-09
Public order,104858970,2022-09,51.512280,On or near Queensborough Terrace,-0.185459,Investigation complete; no suspect identified,2022-09
Public order,104843914,2022-09,51.501866,On or near A315,-0.172675,Under investigation,2022-09
Public order,104843887,2022-09,51.508087,On or near ,-0.124122,Under investigation,2022-09
Public order,104843849,2022-09,51.522468,On or near Elmfield Way,-0.197105,Under investigation,2022-09
Public order,104856441,2022-09,51.497835,On or near Spenser Street,-0.137092,Investigation complete; no suspect identified,2022-09
Public order,104856474,2022-09,51.523358,On or near Windsor Gardens,-0.197690,Under investigation,2022-09
Public order,104846727,2022-09,51.508087,On or near ,-0.124122,Under investigation,2022-09
Public order,104822350,2022-09,51.509491,On or near William Iv Street,-0.125924,Under investigation,2022-09
Public order,104856571,2022-09,51.496979,On or near A3212,-0.125688,Awaiting court outcome,2022-09
Public order,104856618,2022-09,51.509786,On or near ,-0.124658,Under investigation,2022-09
Public order,104809946,2022-09,51.522100,On or near Bolsover Street,-0.142949,Under investigation,2022-09
Public order,104827495,2022-09,51.521945,On or near A501,-0.158206,Investigation complete; no suspect identified,2022-09
Public order,104843451,2022-09,51.518557,On or near Shrewsbury Mews,-0.197159,Under investigation,2022-09
Public order,104814862,2022-09,51.512136,On or near Davies Street,-0.148081,Under investigation,2022-09
Public order,104796242,2022-09,51.511475,On or near Burleigh Street,-0.120625,Under investigation,2022-09
Public order,104861536,2022-09,51.499549,On or near Buckingham Mews,-0.141416,Offender given penalty notice,2022-09
Public order,104859222,2022-09,51.510468,On or near Leicester Square,-0.130769,Investigation complete; no suspect identified,2022-09
Public order,104835542,2022-09,51.516022,On or near Westbourne Grove Terrace,-0.190168,Under investigation,2022-09
Public order,104835611,2022-09,51.520581,On or near Walmer Place,-0.163537,Under investigation,2022-09
Public order,104796296,2022-09,51.507115,On or near Bolton Street,-0.144408,Under investigation,2022-09
Public order,104825693,2022-09,51.526676,On or near Paveley Street,-0.165757,Under investigation,2022-09
Public order,104835635,2022-09,51.520233,On or near ,-0.191529,Under investigation,2022-09
Public order,104825703,2022-09,51.521032,On or near ,-0.174603,Under investigation,2022-09
Public order,104861410,2022-09,51.514177,On or near Gloucester Mews,-0.178466,Under investigation,2022-09
Public order,104821847,2022-09,51.496313,On or near Chadwick Street,-0.132429,Under investigation,2022-09
Public order,104795434,2022-09,51.509962,On or near ,-0.137952,Under investigation,2022-09
Public order,104856835,2022-09,51.518130,On or near ,-0.137604,Investigation complete; no suspect identified,2022-09
Public order,104865073,2022-09,51.509064,On or near ,-0.130120,Under investigation,2022-09
Public order,104811159,2022-09,51.525719,On or near Errington Road,-0.200912,Investigation complete; no suspect identified,2022-09
Public order,104853422,2022-09,51.530098,On or near Randolph Avenue,-0.186279,Investigation complete; no suspect identified,2022-09
Public order,104810987,2022-09,51.524776,On or near Lisson Grove,-0.168471,Under investigation,2022-09
Public order,104836085,2022-09,51.520575,On or near Weymouth Street,-0.147710,Under investigation,2022-09
Public order,104826936,2022-09,51.494214,On or near Rutherford Street,-0.132716,Under investigation,2022-09
Public order,104836265,2022-09,51.518862,On or near Elsie Lane Court,-0.192390,Investigation complete; no suspect identified,2022-09
Public order,104810426,2022-09,51.490568,On or near Pimlico Road,-0.152945,Under investigation,2022-09
Public order,104810400,2022-09,51.504712,On or near Cleveland Row,-0.139175,Under investigation,2022-09
Public order,104857659,2022-09,51.513518,On or near Connaught Place,-0.162163,Under investigation,2022-09
Public order,104823178,2022-09,51.493697,On or near Fynes Street,-0.133011,Under investigation,2022-09
Public order,104823167,2022-09,51.524501,On or near Chantry Close,-0.200095,Under investigation,2022-09
Public order,104829429,2022-09,51.508350,On or near ,-0.170369,Under investigation,2022-09
Public order,104825059,2022-09,51.508911,On or near Old Bond Street,-0.140877,Under investigation,2022-09
Public order,105221465,2022-09,51.523520,Marylebone (station),-0.162972,Under investigation,2022-09
Public order,104822839,2022-09,51.510942,On or near Leicester Street,-0.131196,Under investigation,2022-09
Public order,104831563,2022-09,51.520140,On or near Weymouth Mews,-0.146358,Under investigation,2022-09
Public order,104822527,2022-09,51.511339,On or near Cranbourn Street,-0.128427,Investigation complete; no suspect identified,2022-09
Public order,104824030,2022-09,51.510042,On or near Savoy Way,-0.120439,Under investigation,2022-09
Public order,104829444,2022-09,51.521102,On or near Penfold Place,-0.170406,Under investigation,2022-09
Public order,104834628,2022-09,51.514195,On or near Dering Street,-0.145735,Investigation complete; no suspect identified,2022-09
Public order,104803928,2022-09,51.489785,On or near Denbigh Place,-0.139826,Investigation complete; no suspect identified,2022-09
Public order,104825198,2022-09,51.530566,On or near Denholme Road,-0.200361,Under investigation,2022-09
Public order,104806435,2022-09,51.526433,On or near Bravington Place,-0.205238,Under investigation,2022-09
Public order,104861411,2022-09,51.511703,On or near Little Newport Street,-0.128701,Under investigation,2022-09
Public order,104861367,2022-09,51.518558,On or near ,-0.143801,Under investigation,2022-09
Public order,104838212,2022-09,51.500987,On or near Brompton Road,-0.161890,Under investigation,2022-09
Public order,104860620,2022-09,51.522527,On or near ,-0.174198,Under investigation,2022-09
Public order,104863218,2022-09,51.520914,On or near ,-0.190767,Investigation complete; no suspect identified,2022-09
Public order,104830028,2022-09,51.509786,On or near ,-0.124658,Under investigation,2022-09
Public order,104806539,2022-09,51.509158,On or near ,-0.134930,Under investigation,2022-09
Public order,104806540,2022-09,51.512966,On or near Craven Hill,-0.181008,Under investigation,2022-09
Public order,104860130,2022-09,51.502349,On or near Constitution Hill,-0.146144,Under investigation,2022-09
Public order,104830452,2022-09,51.494214,On or near Rutherford Street,-0.132716,Under investigation,2022-09
Public order,104832225,2022-09,51.517031,On or near ,-0.166562,Under investigation,2022-09
Public order,104815081,2022-09,51.514064,On or near Kean Street,-0.118890,Under investigation,2022-09
Public order,104860032,2022-09,51.513518,On or near Connaught Place,-0.162163,Under investigation,2022-09
Public order,104813667,2022-09,51.515116,On or near Hyde Park Crescent,-0.168902,Under investigation,2022-09
Public order,104826814,2022-09,51.501866,On or near A315,-0.172675,Under investigation,2022-09
Public order,104854140,2022-09,51.527232,On or near Lapford Close,-0.202237,Under investigation,2022-09
Public order,104831361,2022-09,51.520376,On or near Westway,-0.194363,Under investigation,2022-09
Public order,104854404,2022-09,51.520233,On or near ,-0.191529,Investigation complete; no suspect identified,2022-09
Public order,104859815,2022-09,51.523370,On or near Western Mews,-0.201351,Under investigation,2022-09
Public order,104837025,2022-09,51.512780,On or near Peter Street,-0.134234,Under investigation,2022-09
Public order,104859783,2022-09,51.513200,On or near Old Compton Street,-0.131248,Local resolution,2022-09
Public order,104863747,2022-09,51.520558,On or near Durweston Mews,-0.157498,Under investigation,2022-09
Public order,104801928,2022-09,51.514633,On or near Conduit Mews,-0.176574,Under investigation,2022-09
Public order,104859479,2022-09,51.527731,On or near St John's Terrace,-0.215466,Under investigation,2022-09
Public order,104837989,2022-09,51.513045,On or near Princes Square,-0.191309,Under investigation,2022-09
Public order,104859143,2022-09,51.524271,On or near Braden Street,-0.189192,Under investigation,2022-09
Public order,104863860,2022-09,51.497798,On or near Victoria Square,-0.144931,Under investigation,2022-09
Public order,105221502,2022-09,51.514535,Bond Street (lu Station),-0.149007,Under investigation,2022-09
Public order,105221503,2022-09,51.514535,Bond Street (lu Station),-0.149007,Under investigation,2022-09
Public order,104802087,2022-09,51.512980,On or near Covent Garden,-0.124210,Under investigation,2022-09
Public order,105221544,2022-09,51.523490,Baker Street (lu Station),-0.156024,Under investigation,2022-09
Public order,105221545,2022-09,51.523490,Baker Street (lu Station),-0.156024,Under investigation,2022-09
Public order,104825051,2022-09,51.514556,On or near Seymour Street,-0.159542,Under investigation,2022-09
Public order,104827080,2022-09,51.489103,On or near Gloucester Street,-0.141582,Under investigation,2022-09
Public order,104837465,2022-09,51.531711,On or near A5205,-0.166809,Under investigation,2022-09
Public order,104837466,2022-09,51.531711,On or near A5205,-0.166809,Under investigation,2022-09
Public order,104811069,2022-09,51.520546,On or near ,-0.169967,Under investigation,2022-09
Public order,104848786,2022-09,51.523661,On or near Maryland Road,-0.194550,Investigation complete; no suspect identified,2022-09
Public order,104864233,2022-09,51.523507,On or near Harewood Avenue,-0.164904,Under investigation,2022-09
Public order,104832147,2022-09,51.517883,On or near Junction Place,-0.171025,Under investigation,2022-09
Public order,104827941,2022-09,51.514875,On or near Talbot Square,-0.174792,Investigation complete; no suspect identified,2022-09
Public order,104832112,2022-09,51.515434,On or near Paddington,-0.175432,Under investigation,2022-09
Public order,104813911,2022-09,51.514052,On or near ,-0.154345,Under investigation,2022-09
Public order,104839320,2022-09,51.514709,On or near Bond Street,-0.148712,Under investigation,2022-09
Public order,104804536,2022-09,51.495129,On or near Francis Street,-0.138240,Investigation complete; no suspect identified,2022-09
Public order,104827452,2022-09,51.509786,On or near ,-0.124658,Under investigation,2022-09
Public order,104840035,2022-09,51.513046,On or near ,-0.122679,Under investigation,2022-09
Public order,104858137,2022-09,51.515684,On or near ,-0.135874,Under investigation,2022-09
Public order,104840321,2022-09,51.516969,On or near ,-0.173569,Awaiting court outcome,2022-09
Public order,104840774,2022-09,51.537090,On or near Finchley Road,-0.176196,Under investigation,2022-09
Public order,104831917,2022-09,51.500978,On or near Bridge Street,-0.125524,Under investigation,2022-09
Public order,105221546,2022-09,51.523490,Baker Street (lu Station),-0.156024,Under investigation,2022-09
Public order,105221547,2022-09,51.523490,Baker Street (lu Station),-0.156024,Under investigation,2022-09
Public order,105221548,2022-09,51.523490,Baker Street (lu Station),-0.156024,Under investigation,2022-09
Public order,105221575,2022-09,51.515701,Oxford Circus (lu Station),-0.141080,Under investigation,2022-09
Public order,105221576,2022-09,51.515701,Oxford Circus (lu Station),-0.141080,Under investigation,2022-09
Public order,104817808,2022-09,51.499842,On or near Lancelot Place,-0.163434,Under investigation,2022-09
Public order,104861613,2022-09,51.509947,On or near ,-0.131367,Under investigation,2022-09
Public order,104820789,2022-09,51.513052,On or near Bourchier Street,-0.132681,Under investigation,2022-09
Public order,104824324,2022-09,51.493937,On or near Page Street,-0.129472,Under investigation,2022-09
Public order,104825219,2022-09,51.521875,On or near ,-0.148075,Under investigation,2022-09
Public order,104848458,2022-09,51.516623,On or near ,-0.132976,Under investigation,2022-09
Public order,104829120,2022-09,51.512789,On or near Ingestre Place,-0.135372,Under investigation,2022-09
Public order,104837289,2022-09,51.508990,On or near Albemarle Street,-0.141882,Under investigation,2022-09
Public order,104837288,2022-09,51.508990,On or near Albemarle Street,-0.141882,Under investigation,2022-09
Public order,104837287,2022-09,51.508990,On or near Albemarle Street,-0.141882,Under investigation,2022-09
Public order,104848207,2022-09,51.524646,On or near Castellain Road,-0.185516,Investigation complete; no suspect identified,2022-09
Public order,104829104,2022-09,51.491886,On or near Churton Place,-0.139034,Under investigation,2022-09
Public order,104837286,2022-09,51.508990,On or near Albemarle Street,-0.141882,Under investigation,2022-09
Public order,104847496,2022-09,51.504925,On or near Horse Guards Avenue,-0.124886,Under investigation,2022-09
Public order,104847495,2022-09,51.504925,On or near Horse Guards Avenue,-0.124886,Under investigation,2022-09
Public order,105221177,2022-09,51.496420,London Victoria (lu Station),-0.143102,Under investigation,2022-09
